Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[36]     0.0    0.00    0.00   23252         operator*(btMatrix3x3 const&, btMatrix3x3 const&) [36]
                0.00    0.00  209268/314355      btMatrix3x3::operator[](int) const [17]
                0.00    0.00   69756/69756       btMatrix3x3::tdotz(btVector3 const&) const [24]
                0.00    0.00   69756/69756       btMatrix3x3::tdoty(btVector3 const&) const [23]
                0.00    0.00   69756/69756       btMatrix3x3::tdotx(btVector3 const&) const [22]
                0.00    0.00   23252/35030       btMatrix3x3::btMatrix3x3(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [27]
-----------------------------------------------
                0.00    0.00   23252/23252       btTransform::operator()(btVector3 const&) const [33]
[37]     0.0    0.00    0.00   23252         operator+(btVector3 const&, btVector3 const&) [37]
                0.00    0.00   23252/70515       btVector3::btVector3(float const&, float const&, float const&) [21]
-----------------------------------------------
                0.00    0.00   11929/11929       btTransform::btTransform() [39]
[38]     0.0    0.00    0.00   11929         btMatrix3x3::btMatrix3x3() [38]
                0.00    0.00   35787/259264      btVector3::btVector3() [18]
-----------------------------------------------
                0.00    0.00       1/11929       init() [120]
                0.00    0.00     151/11929       addSphere(float, float, float, float, float) [75]
                0.00    0.00     152/11929       btRigidBody::btRigidBodyConstructionInfo::btRigidBodyConstructionInfo(float, btMotionState*, btCollisionShape*, btVector3 const&) [60]
                0.00    0.00   11625/11929       main [12]
[39]     0.0    0.00    0.00   11929         btTransform::btTransform() [39]
                0.00    0.00   11929/11929       btMatrix3x3::btMatrix3x3() [38]
                0.00    0.00   11929/259264      btVector3::btVector3() [18]
-----------------------------------------------
                0.00    0.00   11777/11777       btTransform::inverse() const [41]
[40]     0.0    0.00    0.00   11777         btMatrix3x3::transpose() const [40]
                0.00    0.00   35331/453867      btVector3::z() const [16]
                0.00    0.00   35331/453867      btVector3::y() const [15]
                0.00    0.00   35331/453867      btVector3::x() const [14]
                0.00    0.00   11777/35030       btMatrix3x3::btMatrix3x3(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [27]
-----------------------------------------------
                0.00    0.00   11777/11777       btDefaultMotionState::getWorldTransform(btTransform&) const [42]
[41]     0.0    0.00    0.00   11777         btTransform::inverse() const [41]
                0.00    0.00   11777/11777       btMatrix3x3::transpose() const [40]
                0.00    0.00   11777/11777       operator-(btVector3 const&) [44]
                0.00    0.00   11777/11777       operator*(btMatrix3x3 const&, btVector3 const&) [43]
                0.00    0.00   11777/35030       btTransform::btTransform(btMatrix3x3 const&, btVector3 const&) [28]
-----------------------------------------------
                0.00    0.00     152/11777       btRigidBody::btRigidBody(btRigidBody::btRigidBodyConstructionInfo const&) [272]
                0.00    0.00   11625/11777       main [12]
[42]     0.0    0.00    0.00   11777         btDefaultMotionState::getWorldTransform(btTransform&) const [42]
                0.00    0.00   11777/11777       btTransform::inverse() const [41]
                0.00    0.00   11777/23252       btTransform::operator*(btTransform const&) const [34]
                0.00    0.00   11777/23252       btTransform::operator=(btTransform const&) [32]
-----------------------------------------------
                0.00    0.00   11777/11777       btTransform::inverse() const [41]
[43]     0.0    0.00    0.00   11777         operator*(btMatrix3x3 const&, btVector3 const&) [43]
                0.00    0.00   35331/314355      btMatrix3x3::operator[](int) const [17]
                0.00    0.00   35331/105087      btVector3::dot(btVector3 const&) const [20]
                0.00    0.00   11777/70515       btVector3::btVector3(float const&, float const&, float const&) [21]
-----------------------------------------------
                0.00    0.00   11777/11777       btTransform::inverse() const [41]
[44]     0.0    0.00    0.00   11777         operator-(btVector3 const&) [44]
                0.00    0.00   11777/70515       btVector3::btVector3(float const&, float const&, float const&) [21]
-----------------------------------------------
                0.00    0.00   11625/11625       main [12]
[45]     0.0    0.00    0.00   11625         btRigidBody::upcast(btCollisionObject*) [45]
                0.00    0.00   11625/11625       btCollisionObject::getInternalType() const [48]
-----------------------------------------------
                0.00    0.00   11625/11625       main [12]
[46]     0.0    0.00    0.00   11625         btCollisionWorld::getCollisionObjectArray() [46]
-----------------------------------------------
                0.00    0.00   11625/11625       main [12]
[47]     0.0    0.00    0.00   11625         btAlignedObjectArray<btCollisionObject*>::operator[](int) [47]
-----------------------------------------------
                0.00    0.00   11625/11625       btRigidBody::upcast(btCollisionObject*) [45]
[48]     0.0    0.00    0.00   11625         btCollisionObject::getInternalType() const [48]
-----------------------------------------------
                0.00    0.00   11625/11625       main [12]
[49]     0.0    0.00    0.00   11625         btVector3::getX() const [49]
-----------------------------------------------
                0.00    0.00   11625/11625       main [12]
[50]     0.0    0.00    0.00   11625         btVector3::getY() const [50]
-----------------------------------------------
                0.00    0.00   11625/11625       main [12]
[51]     0.0    0.00    0.00   11625         btVector3::getZ() const [51]
-----------------------------------------------
                0.00    0.00   11475/11475       btDiscreteDynamicsWorld::updateActivationState(float) [721]
[52]     0.0    0.00    0.00   11475         btDefaultMotionState::setWorldTransform(btTransform const&) [52]
                0.00    0.00   11475/23252       btTransform::operator*(btTransform const&) const [34]
                0.00    0.00   11475/23252       btTransform::operator=(btTransform const&) [32]
-----------------------------------------------
                0.00    0.00     608/608         main [12]
[53]     0.0    0.00    0.00     608         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::operator[](unsigned long) [53]
-----------------------------------------------
                0.00    0.00     456/456         btDefaultMotionState::btDefaultMotionState(btTransform const&, btTransform const&) [66]
[54]     0.0    0.00    0.00     456         btTransform::btTransform(btTransform const&) [54]
                0.00    0.00     456/35486       btMatrix3x3::btMatrix3x3(btMatrix3x3 const&) [25]
-----------------------------------------------
                0.00    0.00       9/313         void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
                0.00    0.00     152/313         _ZNSt16allocator_traitsISaIP11btRigidBodyEE9constructIS1_IRKS1_EEEvRS2_PT_DpOT0_ [72]
                0.00    0.00     152/313         _ZN9__gnu_cxx13new_allocatorIP11btRigidBodyE9constructIS2_IRKS2_EEEvPT_DpOT0_ [71]
[55]     0.0    0.00    0.00     313         btRigidBody* const& std::forward<btRigidBody* const&>(std::remove_reference<btRigidBody* const&>::type&) [55]
-----------------------------------------------
                0.00    0.00     304/304         btTransform::setIdentity() [57]
[56]     0.0    0.00    0.00     304         btMatrix3x3::setIdentity() [56]
                0.00    0.00     304/35334       btMatrix3x3::setValue(float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&, float const&) [26]
-----------------------------------------------
                0.00    0.00       1/304         init() [120]
                0.00    0.00     151/304         addSphere(float, float, float, float, float) [75]
                0.00    0.00     152/304         btRigidBody::btRigidBodyConstructionInfo::btRigidBodyConstructionInfo(float, btMotionState*, btCollisionShape*, btVector3 const&) [60]
[57]     0.0    0.00    0.00     304         btTransform::setIdentity() [57]
                0.00    0.00     304/304         btMatrix3x3::setIdentity() [56]
                0.00    0.00     304/106608      btVector3::setValue(float const&, float const&, float const&) [19]
-----------------------------------------------
                0.00    0.00       9/198         void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
                0.00    0.00      36/198         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_check_len(unsigned long, char const*) const [101]
                0.00    0.00     153/198         main [12]
[58]     0.0    0.00    0.00     198         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::size() const [58]
-----------------------------------------------
                0.00    0.00     152/152         main [12]
[59]     0.0    0.00    0.00     152         btRigidBody::getCollisionShape() [59]
-----------------------------------------------
                0.00    0.00       1/152         init() [120]
                0.00    0.00     151/152         addSphere(float, float, float, float, float) [75]
[60]     0.0    0.00    0.00     152         btRigidBody::btRigidBodyConstructionInfo::btRigidBodyConstructionInfo(float, btMotionState*, btCollisionShape*, btVector3 const&) [60]
                0.00    0.00     152/11929       btTransform::btTransform() [39]
                0.00    0.00     152/304         btTransform::setIdentity() [57]
-----------------------------------------------
                0.00    0.00       1/152         init() [120]
                0.00    0.00     151/152         addSphere(float, float, float, float, float) [75]
[61]     0.0    0.00    0.00     152         btTransform::getIdentity() [61]
                0.00    0.00       1/70515       btVector3::btVector3(float const&, float const&, float const&) [21]
                0.00    0.00       1/1           btMatrix3x3::getIdentity() [121]
                0.00    0.00       1/35030       btTransform::btTransform(btMatrix3x3 const&, btVector3 const&) [28]
-----------------------------------------------
                0.00    0.00       1/152         init() [120]
                0.00    0.00     151/152         addSphere(float, float, float, float, float) [75]
[62]     0.0    0.00    0.00     152         btTransform::setOrigin(btVector3 const&) [62]
-----------------------------------------------
                0.00    0.00     152/152         btDefaultMotionState::btDefaultMotionState(btTransform const&, btTransform const&) [66]
[63]     0.0    0.00    0.00     152         btMotionState::btMotionState() [63]
-----------------------------------------------
                0.00    0.00     152/152         btDefaultMotionState::~btDefaultMotionState() [68]
[64]     0.0    0.00    0.00     152         btMotionState::~btMotionState() [64]
-----------------------------------------------
                0.00    0.00       1/152         init() [120]
                0.00    0.00     151/152         addSphere(float, float, float, float, float) [75]
[65]     0.0    0.00    0.00     152         btCollisionObject::operator new(unsigned long) [65]
-----------------------------------------------
                0.00    0.00       1/152         init() [120]
                0.00    0.00     151/152         addSphere(float, float, float, float, float) [75]
[66]     0.0    0.00    0.00     152         btDefaultMotionState::btDefaultMotionState(btTransform const&, btTransform const&) [66]
                0.00    0.00     456/456         btTransform::btTransform(btTransform const&) [54]
                0.00    0.00     152/152         btMotionState::btMotionState() [63]
-----------------------------------------------
                0.00    0.00     152/152         main [12]
[67]     0.0    0.00    0.00     152         btDefaultMotionState::~btDefaultMotionState() [67]
                0.00    0.00     152/152         btDefaultMotionState::operator delete(void*) [69]
                0.00    0.00     152/152         btDefaultMotionState::~btDefaultMotionState() [68]
-----------------------------------------------
                0.00    0.00     152/152         btDefaultMotionState::~btDefaultMotionState() [67]
[68]     0.0    0.00    0.00     152         btDefaultMotionState::~btDefaultMotionState() [68]
                0.00    0.00     152/152         btMotionState::~btMotionState() [64]
-----------------------------------------------
                0.00    0.00     152/152         btDefaultMotionState::~btDefaultMotionState() [67]
[69]     0.0    0.00    0.00     152         btDefaultMotionState::operator delete(void*) [69]
-----------------------------------------------
                0.00    0.00       1/152         init() [120]
                0.00    0.00     151/152         addSphere(float, float, float, float, float) [75]
[70]     0.0    0.00    0.00     152         btDefaultMotionState::operator new(unsigned long) [70]
-----------------------------------------------
                0.00    0.00     152/152         _ZNSt16allocator_traitsISaIP11btRigidBodyEE9constructIS1_IRKS1_EEEvRS2_PT_DpOT0_ [72]
[71]     0.0    0.00    0.00     152         _ZN9__gnu_cxx13new_allocatorIP11btRigidBodyE9constructIS2_IRKS2_EEEvPT_DpOT0_ [71]
                0.00    0.00     152/313         btRigidBody* const& std::forward<btRigidBody* const&>(std::remove_reference<btRigidBody* const&>::type&) [55]
                0.00    0.00     152/152         operator new(unsigned long, void*) [74]
-----------------------------------------------
                0.00    0.00       9/152         void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
                0.00    0.00     143/152         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::push_back(btRigidBody* const&) [73]
[72]     0.0    0.00    0.00     152         _ZNSt16allocator_traitsISaIP11btRigidBodyEE9constructIS1_IRKS1_EEEvRS2_PT_DpOT0_ [72]
                0.00    0.00     152/313         btRigidBody* const& std::forward<btRigidBody* const&>(std::remove_reference<btRigidBody* const&>::type&) [55]
                0.00    0.00     152/152         _ZN9__gnu_cxx13new_allocatorIP11btRigidBodyE9constructIS2_IRKS2_EEEvPT_DpOT0_ [71]
-----------------------------------------------
                0.00    0.00       1/152         init() [120]
                0.00    0.00     151/152         addSphere(float, float, float, float, float) [75]
[73]     0.0    0.00    0.00     152         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::push_back(btRigidBody* const&) [73]
                0.00    0.00     143/152         _ZNSt16allocator_traitsISaIP11btRigidBodyEE9constructIS1_IRKS1_EEEvRS2_PT_DpOT0_ [72]
                0.00    0.00       9/9           void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
-----------------------------------------------
                0.00    0.00     152/152         _ZN9__gnu_cxx13new_allocatorIP11btRigidBodyE9constructIS2_IRKS2_EEEvPT_DpOT0_ [71]
[74]     0.0    0.00    0.00     152         operator new(unsigned long, void*) [74]
-----------------------------------------------
                0.00    0.00       1/151         init() [120]
                0.00    0.00     150/151         main [12]
[75]     0.0    0.00    0.00     151         addSphere(float, float, float, float, float) [75]
                0.00    0.00     302/70515       btVector3::btVector3(float const&, float const&, float const&) [21]
                0.00    0.00     151/11929       btTransform::btTransform() [39]
                0.00    0.00     151/304         btTransform::setIdentity() [57]
                0.00    0.00     151/152         btTransform::setOrigin(btVector3 const&) [62]
                0.00    0.00     151/151         btSphereShape::operator new(unsigned long) [77]
                0.00    0.00     151/151         btSphereShape::btSphereShape(float) [76]
                0.00    0.00     151/152         btTransform::getIdentity() [61]
                0.00    0.00     151/152         btDefaultMotionState::operator new(unsigned long) [70]
                0.00    0.00     151/152         btDefaultMotionState::btDefaultMotionState(btTransform const&, btTransform const&) [66]
                0.00    0.00     151/152         btRigidBody::btRigidBodyConstructionInfo::btRigidBodyConstructionInfo(float, btMotionState*, btCollisionShape*, btVector3 const&) [60]
                0.00    0.00     151/152         btCollisionObject::operator new(unsigned long) [65]
                0.00    0.00     151/152         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::push_back(btRigidBody* const&) [73]
-----------------------------------------------
                0.00    0.00     151/151         addSphere(float, float, float, float, float) [75]
[76]     0.0    0.00    0.00     151         btSphereShape::btSphereShape(float) [76]
                0.00    0.00     151/106608      btVector3::setValue(float const&, float const&, float const&) [19]
                0.00    0.00     151/151         btVector3::setZero() [79]
                0.00    0.00     151/151         btVector3::setX(float) [78]
-----------------------------------------------
                0.00    0.00     151/151         addSphere(float, float, float, float, float) [75]
[77]     0.0    0.00    0.00     151         btSphereShape::operator new(unsigned long) [77]
-----------------------------------------------
                0.00    0.00     151/151         btSphereShape::btSphereShape(float) [76]
[78]     0.0    0.00    0.00     151         btVector3::setX(float) [78]
-----------------------------------------------
                0.00    0.00     151/151         btSphereShape::btSphereShape(float) [76]
[79]     0.0    0.00    0.00     151         btVector3::setZero() [79]
                0.00    0.00     151/106608      btVector3::setValue(float const&, float const&, float const&) [19]
-----------------------------------------------
                0.00    0.00     150/150         main [12]
[80]     0.0    0.00    0.00     150         btRigidBody::setLinearVelocity(btVector3 const&) [80]
-----------------------------------------------
                0.00    0.00     150/150         main [12]
[81]     0.0    0.00    0.00     150         btCollisionWorld::getNumCollisionObjects() const [81]
                0.00    0.00     150/150         btAlignedObjectArray<btCollisionObject*>::size() const [82]
-----------------------------------------------
                0.00    0.00     150/150         btCollisionWorld::getNumCollisionObjects() const [81]
[82]     0.0    0.00    0.00     150         btAlignedObjectArray<btCollisionObject*>::size() const [82]
-----------------------------------------------
                0.00    0.00       9/27          __gnu_cxx::new_allocator<btRigidBody*>::allocate(unsigned long, void const*) [100]
                0.00    0.00      18/27          std::allocator_traits<std::allocator<btRigidBody*> >::max_size(std::allocator<btRigidBody*> const&) [92]
[83]     0.0    0.00    0.00      27         __gnu_cxx::new_allocator<btRigidBody*>::max_size() const [83]
-----------------------------------------------
                0.00    0.00      27/27          std::_Niter_base<btRigidBody**>::iterator_type std::__niter_base<btRigidBody**>(btRigidBody**) [85]
[84]     0.0    0.00    0.00      27         std::_Iter_base<btRigidBody**, false>::_S_base(btRigidBody**) [84]
-----------------------------------------------
                0.00    0.00      27/27          btRigidBody** std::__copy_move_a2<true, btRigidBody**, btRigidBody**>(btRigidBody**, btRigidBody**, btRigidBody**) [109]
[85]     0.0    0.00    0.00      27         std::_Niter_base<btRigidBody**>::iterator_type std::__niter_base<btRigidBody**>(btRigidBody**) [85]
                0.00    0.00      27/27          std::_Iter_base<btRigidBody**, false>::_S_base(btRigidBody**) [84]
-----------------------------------------------
                0.00    0.00       1/19          std::vector<btRigidBody*, std::allocator<btRigidBody*> >::~vector() [1255]
                0.00    0.00      18/19          void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
[86]     0.0    0.00    0.00      19         std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_get_Tp_allocator() [86]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<btRigidBody*, std::allocator<btRigidBody*> >::max_size() const [89]
[87]     0.0    0.00    0.00      18         std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_get_Tp_allocator() const [87]
-----------------------------------------------
                0.00    0.00      18/18          std::_Iter_base<std::move_iterator<btRigidBody**>, true>::_S_base(std::move_iterator<btRigidBody**>) [90]
[88]     0.0    0.00    0.00      18         std::move_iterator<btRigidBody**>::base() const [88]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_check_len(unsigned long, char const*) const [101]
[89]     0.0    0.00    0.00      18         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::max_size() const [89]
                0.00    0.00      18/18          std::allocator_traits<std::allocator<btRigidBody*> >::max_size(std::allocator<btRigidBody*> const&) [92]
                0.00    0.00      18/18          std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_get_Tp_allocator() const [87]
-----------------------------------------------
                0.00    0.00      18/18          std::_Miter_base<std::move_iterator<btRigidBody**> >::iterator_type std::__miter_base<std::move_iterator<btRigidBody**> >(std::move_iterator<btRigidBody**>) [93]
[90]     0.0    0.00    0.00      18         std::_Iter_base<std::move_iterator<btRigidBody**>, true>::_S_base(std::move_iterator<btRigidBody**>) [90]
                0.00    0.00      18/18          std::move_iterator<btRigidBody**>::base() const [88]
-----------------------------------------------
                0.00    0.00      18/18          std::move_iterator<btRigidBody**> std::__make_move_if_noexcept_iterator<btRigidBody**, std::move_iterator<btRigidBody**> >(btRigidBody**) [94]
[91]     0.0    0.00    0.00      18         std::move_iterator<btRigidBody**>::move_iterator(btRigidBody**) [91]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<btRigidBody*, std::allocator<btRigidBody*> >::max_size() const [89]
[92]     0.0    0.00    0.00      18         std::allocator_traits<std::allocator<btRigidBody*> >::max_size(std::allocator<btRigidBody*> const&) [92]
                0.00    0.00      18/27          __gnu_cxx::new_allocator<btRigidBody*>::max_size() const [83]
-----------------------------------------------
                0.00    0.00      18/18          btRigidBody** std::copy<std::move_iterator<btRigidBody**>, btRigidBody**>(std::move_iterator<btRigidBody**>, std::move_iterator<btRigidBody**>, btRigidBody**) [114]
[93]     0.0    0.00    0.00      18         std::_Miter_base<std::move_iterator<btRigidBody**> >::iterator_type std::__miter_base<std::move_iterator<btRigidBody**> >(std::move_iterator<btRigidBody**>) [93]
                0.00    0.00      18/18          std::_Iter_base<std::move_iterator<btRigidBody**>, true>::_S_base(std::move_iterator<btRigidBody**>) [90]
-----------------------------------------------
                0.00    0.00      18/18          btRigidBody** std::__uninitialized_move_if_noexcept_a<btRigidBody**, btRigidBody**, std::allocator<btRigidBody*> >(btRigidBody**, btRigidBody**, btRigidBody**, std::allocator<btRigidBody*>&) [112]
[94]     0.0    0.00    0.00      18         std::move_iterator<btRigidBody**> std::__make_move_if_noexcept_iterator<btRigidBody**, std::move_iterator<btRigidBody**> >(btRigidBody**) [94]
                0.00    0.00      18/18          std::move_iterator<btRigidBody**>::move_iterator(btRigidBody**) [91]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<btRigidBody**>(btRigidBody**, btRigidBody**) [97]
[95]     0.0    0.00    0.00      10         void std::_Destroy_aux<true>::__destroy<btRigidBody**>(btRigidBody**, btRigidBody**) [95]
-----------------------------------------------
                0.00    0.00       1/10          std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::~_Vector_base() [135]
                0.00    0.00       9/10          void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
[96]     0.0    0.00    0.00      10         std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_deallocate(btRigidBody**, unsigned long) [96]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<btRigidBody*> >::deallocate(std::allocator<btRigidBody*>&, btRigidBody**, unsigned long) [104]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<btRigidBody**, btRigidBody*>(btRigidBody**, btRigidBody**, std::allocator<btRigidBody*>&) [98]
[97]     0.0    0.00    0.00      10         void std::_Destroy<btRigidBody**>(btRigidBody**, btRigidBody**) [97]
                0.00    0.00      10/10          void std::_Destroy_aux<true>::__destroy<btRigidBody**>(btRigidBody**, btRigidBody**) [95]
-----------------------------------------------
                0.00    0.00       1/10          std::vector<btRigidBody*, std::allocator<btRigidBody*> >::~vector() [1255]
                0.00    0.00       9/10          void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
[98]     0.0    0.00    0.00      10         void std::_Destroy<btRigidBody**, btRigidBody*>(btRigidBody**, btRigidBody**, std::allocator<btRigidBody*>&) [98]
                0.00    0.00      10/10          void std::_Destroy<btRigidBody**>(btRigidBody**, btRigidBody**) [97]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator_traits<std::allocator<btRigidBody*> >::deallocate(std::allocator<btRigidBody*>&, btRigidBody**, unsigned long) [104]
[99]     0.0    0.00    0.00       9         __gnu_cxx::new_allocator<btRigidBody*>::deallocate(btRigidBody**, unsigned long) [99]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator_traits<std::allocator<btRigidBody*> >::allocate(std::allocator<btRigidBody*>&, unsigned long) [105]
[100]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<btRigidBody*>::allocate(unsigned long, void const*) [100]
                0.00    0.00       9/27          __gnu_cxx::new_allocator<btRigidBody*>::max_size() const [83]
-----------------------------------------------
                0.00    0.00       9/9           void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
[101]    0.0    0.00    0.00       9         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_check_len(unsigned long, char const*) const [101]
                0.00    0.00      36/198         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::size() const [58]
                0.00    0.00      18/18          std::vector<btRigidBody*, std::allocator<btRigidBody*> >::max_size() const [89]
                0.00    0.00       9/9           unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [113]
-----------------------------------------------
                0.00    0.00       9/9           btRigidBody** std::__copy_move_a<true, btRigidBody**, btRigidBody**>(btRigidBody**, btRigidBody**, btRigidBody**) [108]
[102]    0.0    0.00    0.00       9         btRigidBody** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<btRigidBody*>(btRigidBody* const*, btRigidBody* const*, btRigidBody**) [102]
-----------------------------------------------
                0.00    0.00       9/9           void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
[103]    0.0    0.00    0.00       9         std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_allocate(unsigned long) [103]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<btRigidBody*> >::allocate(std::allocator<btRigidBody*>&, unsigned long) [105]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_deallocate(btRigidBody**, unsigned long) [96]
[104]    0.0    0.00    0.00       9         std::allocator_traits<std::allocator<btRigidBody*> >::deallocate(std::allocator<btRigidBody*>&, btRigidBody**, unsigned long) [104]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<btRigidBody*>::deallocate(btRigidBody**, unsigned long) [99]
-----------------------------------------------
                0.00    0.00       9/9           std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_allocate(unsigned long) [103]
[105]    0.0    0.00    0.00       9         std::allocator_traits<std::allocator<btRigidBody*> >::allocate(std::allocator<btRigidBody*>&, unsigned long) [105]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<btRigidBody*>::allocate(unsigned long, void const*) [100]
-----------------------------------------------
                0.00    0.00       9/9           btRigidBody** std::uninitialized_copy<std::move_iterator<btRigidBody**>, btRigidBody**>(std::move_iterator<btRigidBody**>, std::move_iterator<btRigidBody**>, btRigidBody**) [110]
[106]    0.0    0.00    0.00       9         btRigidBody** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<btRigidBody**>, btRigidBody**>(std::move_iterator<btRigidBody**>, std::move_iterator<btRigidBody**>, btRigidBody**) [106]
                0.00    0.00       9/9           btRigidBody** std::copy<std::move_iterator<btRigidBody**>, btRigidBody**>(std::move_iterator<btRigidBody**>, std::move_iterator<btRigidBody**>, btRigidBody**) [114]
-----------------------------------------------
                0.00    0.00       9/9           std::vector<btRigidBody*, std::allocator<btRigidBody*> >::push_back(btRigidBody* const&) [73]
[107]    0.0    0.00    0.00       9         void std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_emplace_back_aux<btRigidBody* const&>(btRigidBody* const&) [107]
                0.00    0.00      18/19          std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_get_Tp_allocator() [86]
                0.00    0.00       9/9           std::vector<btRigidBody*, std::allocator<btRigidBody*> >::_M_check_len(unsigned long, char const*) const [101]
                0.00    0.00       9/9           std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_allocate(unsigned long) [103]
                0.00    0.00       9/313         btRigidBody* const& std::forward<btRigidBody* const&>(std::remove_reference<btRigidBody* const&>::type&) [55]
                0.00    0.00       9/198         std::vector<btRigidBody*, std::allocator<btRigidBody*> >::size() const [58]
                0.00    0.00       9/152         _ZNSt16allocator_traitsISaIP11btRigidBodyEE9constructIS1_IRKS1_EEEvRS2_PT_DpOT0_ [72]
                0.00    0.00       9/9           btRigidBody** std::__uninitialized_move_if_noexcept_a<btRigidBody**, btRigidBody**, std::allocator<btRigidBody*> >(btRigidBody**, btRigidBody**, btRigidBody**, std::allocator<btRigidBody*>&) [112]
                0.00    0.00       9/10          void std::_Destroy<btRigidBody**, btRigidBody*>(btRigidBody**, btRigidBody**, std::allocator<btRigidBody*>&) [98]
                0.00    0.00       9/10          std::_Vector_base<btRigidBody*, std::allocator<btRigidBody*> >::_M_deallocate(btRigidBody**, unsigned long) [96]
-----------------------------------------------
                0.00    0.00       9/9           btRigidBody** std::__copy_move_a2<true, btRigidBody**, btRigidBody**>(btRigidBody**, btRigidBody**, btRigidBody**) [109]
[108]    0.0    0.00    0.00       9         btRigidBody** std::__copy_move_a<true, btRigidBody**, btRigidBody**>(btRigidBody**, btRigidBody**, btRigidBody**) [108]
                0.00    0.00       9/9           btRigidBody** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<btRigidBody*>(btRigidBody* const*, btRigidBody* const*, btRigidBody**) [102]
-----------------------------------------------
                0.00    0.00       9/9           btRigidBody** std::copy<std::move_iterator<btRigidBody**>, btRigidBody**>(std::move_iterator<btRigidBody**>, std::move_iterator<btRigidBody**>, btRigidBody**) [114]
[109]    0.0    0.00    0.00       9         btRigidBody** std::__copy_move_a2<true, btRigidBody**, btRigidBody**>(btRigidBody**, btRigidBody**, btRigidBody**) [109]
                0.00    0.00      27/27          std::_Niter_base<btRigidBody**>::iterator_type std::__niter_base<btRigidBody**>(btRigidBody**) [85]
                0.00    0.00       9/9           btRigidBody** std::__copy_move_a<true, btRigidBody**, btRigidBody**>(btRigidBody**, btRigidBody**, btRigidBody**) [108]
-----------------------------------------------
